Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Epochs,Learning Rate,embedding_size,freeze_embedding,hidden1_size,hidden2_size,hidden3_size,hidden4_size,model_name,optimizer,test_bas,test_loss,train_bas,train_loss,validation_bas,validation_loss
2022-10-14 08:50:08,2.8min,9853d8e270be48d29d2fc963e6f96318,capable-tern-281,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FINISHED,,,300,True,128,128,,,mlp1_only4Cat,,0,6.4488314390182495,,6.448829106078751,,
2022-10-14 08:37:35,2.0min,cd463e323b52453984163ae9b2bc321f,gaudy-deer-553,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1_only4Cat,,,,,,,
2022-10-13 19:34:28,20.7min,c72d457942ee47fbae0c55e737f24768,efficient-calf-556,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,0.002265625996882162,6.685978768819786,,6.197303710119103,,
2022-10-13 19:08:43,24.7min,0c0c12f4ad384dbabc9ffcf19303092d,classy-kite-194,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,6.317960890359638,,
2022-10-13 18:25:13,8.6min,0109e87135dd433ca50efc052cbb15ea,orderly-stoat-266,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,6.636986552472095,,6.3151939597437154,,
2022-10-13 18:13:18,8.2min,da8ae7d655aa4059bc2334e354f2bfda,brawny-trout-854,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,6.637639641283028,,6.317261681810424,,
2022-10-13 17:45:46,8.1min,a9b8868647ab4bc5a5b36498af5e4287,charming-zebra-314,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,6.313845465008395,,
2022-10-12 19:03:24,54.2min,493d715d672a4604a5ab5c3a11c6c89f,nimble-rook-84,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FINISHED,,,300,True,128,128,,,mlp1,,,6.7140267661297655,,6.161123260383841,,
2022-10-12 18:56:44,2.2min,8c47d3d61f8f44fcb77015eea1f0c25f,intrigued-wren-628,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,,,
2022-10-12 12:07:37,15.3min,c6c3e5a14a9a4736a273cf40ec0fbaac,funny-shrike-109,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,6.480753562536584,,5.81160922072295,,
2022-10-12 09:31:47,2.5min,397fe4d7285f41a5aaeb884ad0eb6fbd,industrious-fowl-461,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,,,
2022-10-11 19:46:23,4.2min,ade70c04f27b4fbfb89decd2a446e61b,capable-loon-882,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,,,
2022-10-11 19:45:21,14.0s,ea1a8b60ca0b4f6a9a9805ea85e48741,popular-goose-68,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,,,
2022-10-11 18:01:00,1.3h,d3da01268cf040bebbd02ac4b9d06afc,clean-ape-515,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FINISHED,,,300,True,128,128,,,mlp1,,,6.466571853821536,,5.6983780506686115,,
2022-10-11 17:56:04,2.6min,f8541b11a9554c70a7839be2077eef64,grandiose-ape-776,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:41:31,2.7min,e119f3a796e34b6db5fd7519cbbe5c82,loud-conch-465,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,300,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:32:13,4.4min,9d85c25818474c6b8b3bba6298285960,thundering-colt-648,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:26:29,5.0min,ca15b675f15b4d05b63f3e42d17f0ef9,charming-wren-220,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:26:15,14ms,73c44677cb4b431aab12868728467400,silent-grub-818,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:24:02,19ms,9348c5760be54376b256b275387d7d20,trusting-boar-965,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:23:13,14ms,a75d6e9569d4414292c2a230a99f0097,unruly-sponge-681,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-10-11 17:22:52,12ms,42dc6065f990494581e17f75b9a03df5,rogue-crab-28,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-09-25 12:19:16,3.6s,fa1fa493934e4de597a2b7b0a412f6e5,inquisitive-fish-842,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-09-25 11:26:25,10ms,5553ff25f2a34190bb87d0264cc7721f,persistent-asp-360,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
2022-09-25 11:24:09,13ms,f8ed02811f344194bdbd60ff74b0292b,melodic-squid-316,LOCAL,/users/galonso/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,galonso,FAILED,,,50,True,128,128,,,mlp1,,,,,,,
