run_id,key,value,step,timestamp
e99f973e715546ad8f0095382f292109,train_loss,1.608220868001039,0,1665754000798
e99f973e715546ad8f0095382f292109,train_loss,1.606488381309071,1,1665754005055
e99f973e715546ad8f0095382f292109,train_loss,1.6049845821556004,2,1665754009289
e99f973e715546ad8f0095382f292109,train_loss,1.6036266239210106,3,1665754013539
e99f973e715546ad8f0095382f292109,train_loss,1.602385986810443,4,1665754017845
e99f973e715546ad8f0095382f292109,train_loss,1.6012213693267998,5,1665754022097
e99f973e715546ad8f0095382f292109,train_loss,1.600108390292902,6,1665754026292
e99f973e715546ad8f0095382f292109,train_loss,1.5990321123737028,7,1665754030555
e99f973e715546ad8f0095382f292109,train_loss,1.5979616329587738,8,1665754034795
e99f973e715546ad8f0095382f292109,train_loss,1.5968587521849007,9,1665754039037
e99f973e715546ad8f0095382f292109,test_loss,1.6099403500556946,0,1665754000856
e99f973e715546ad8f0095382f292109,test_loss,1.6099682450294495,1,1665754005111
e99f973e715546ad8f0095382f292109,test_loss,1.6100498735904694,2,1665754009347
e99f973e715546ad8f0095382f292109,test_loss,1.6101659536361694,3,1665754013596
e99f973e715546ad8f0095382f292109,test_loss,1.610312134027481,4,1665754017902
e99f973e715546ad8f0095382f292109,test_loss,1.6104780435562134,5,1665754022153
e99f973e715546ad8f0095382f292109,test_loss,1.6106610000133514,6,1665754026349
e99f973e715546ad8f0095382f292109,test_loss,1.610852986574173,7,1665754030612
e99f973e715546ad8f0095382f292109,test_loss,1.6110482513904572,8,1665754034852
e99f973e715546ad8f0095382f292109,test_loss,1.6112436056137085,9,1665754039094
